accountId,assists,heroId,heroKills,lane,neutralKills,gameMode,totalXp,totalGold,win
106573901,8,6,0,0,0,1,18858,17028,1
106573901,6,17,0,0,0,1,26272,14846,0
106573901,26,97,0,0,0,2,28121,17471,0
106573901,15,84,0,0,0,1,29411,18501,0
106573901,17,53,0,0,0,2,24576,21913,1
106573901,10,97,0,0,0,2,11012,10862,1
106573901,15,97,0,0,0,2,20389,16076,1
106573901,14,97,0,0,0,2,21669,17070,1
106573901,8,78,0,0,0,2,7050,6275,1
106573901,10,39,0,0,0,2,13688,13688,1
106573901,13,38,0,0,0,2,13220,12993,1
106573901,12,37,0,0,0,2,13442,10504,1
106573901,15,72,0,0,0,2,27199,21145,1
106573901,0,74,0,0,0,1,2796,2895,0
106573901,18,55,0,0,0,1,22797,17843,1
106573901,2,65,0,0,0,1,6049,4390,0
106573901,16,65,0,0,0,1,24950,19732,1
106573901,2,21,0,0,0,1,9576,8604,0
106573901,4,26,0,0,0,4,16575,12211,0
106573901,16,14,0,0,0,5,18452,14838,1
106573901,10,7,0,0,0,5,20561,12557,0
106573901,4,70,0,0,0,1,32404,29511,1
106573901,5,7,0,0,0,1,8099,6253,0
106573901,8,97,0,0,0,2,20155,15823,1
106573901,2,37,0,0,0,2,2085,2251,1
106573901,21,65,0,0,0,2,16930,12621,1
106573901,9,17,0,0,0,2,16176,11751,1
106573901,29,65,0,0,0,2,32562,25684,1
106573901,17,22,0,0,0,1,15246,11496,0
106573901,5,14,0,0,0,1,9496,9868,1
106573901,0,17,0,0,0,1,2829,2122,1
106573901,9,14,0,0,0,1,14950,10881,0
106573901,0,53,0,0,0,1,2021,2170,1
106573901,3,70,0,0,0,1,31700,26758,1
106573901,0,9,0,0,0,1,3424,6344,0
106573901,6,42,0,0,0,1,18473,15373,1
106573901,6,58,0,0,0,2,5559,5402,0
106573901,4,86,0,0,0,2,12383,9473,0
106573901,13,8,0,0,0,1,32603,37357,1
106573901,1,88,0,0,0,2,3217,3217,1
106573901,2,72,0,0,0,2,8143,7884,1
106573901,21,97,0,0,0,2,21975,17484,1
106573901,7,14,0,0,0,1,14897,12552,1
106573901,14,48,0,0,0,1,15786,16437,1
106573901,4,21,0,0,0,1,11278,9380,0
106573901,6,34,0,0,0,2,33011,26285,1
106573901,1,17,0,0,0,2,4927,3855,1
106573901,13,39,0,0,0,2,29073,22246,1
106573901,5,12,0,0,0,1,22392,21350,0
