accountId,assists,heroId,heroKills,lane,neutralKills,gameMode,totalXp,totalGold,win
94738847,16,19,0,0,0,1,11236,9693,0
94738847,19,88,0,0,0,1,20928,16245,1
94738847,5,23,0,0,0,1,9578,12036,0
94738847,2,93,0,0,0,1,9314,7312,0
94738847,12,93,0,0,0,1,16165,17435,1
94738847,7,102,0,0,0,1,11904,10974,0
94738847,11,15,0,0,0,1,19071,20155,1
94738847,5,92,0,0,0,1,6833,8106,0
94738847,4,93,0,0,0,1,9765,9546,0
94738847,29,88,0,0,0,1,32694,24497,1
94738847,14,106,0,0,0,1,19293,17203,1
94738847,11,44,0,0,0,1,33079,26396,1
94738847,12,23,0,0,0,1,10083,11567,0
94738847,22,88,0,0,0,1,21709,17725,1
94738847,5,60,0,0,0,1,19249,16048,0
94738847,14,75,0,0,0,1,12965,11118,0
94738847,23,69,0,0,0,1,29209,24311,0
94738847,7,44,0,0,0,1,17053,13058,0
94738847,14,19,0,0,0,1,19450,17276,0
94738847,14,53,0,0,0,1,22217,27354,1
94738847,13,3,0,0,0,1,23204,21373,1
94738847,10,32,0,0,0,1,19384,16107,1
94738847,15,99,0,0,0,1,25344,19839,1
94738847,26,86,0,0,0,1,26363,19557,1
94738847,28,40,0,0,0,1,23993,21398,1
94738847,14,40,0,0,0,1,10714,13876,1
94738847,21,40,0,0,0,1,21037,18893,1
94738847,4,74,0,0,0,1,8059,7626,0
94738847,11,93,0,0,0,1,22458,18715,1
94738847,16,40,0,0,0,1,14890,15466,0
94738847,12,40,0,0,0,1,8802,12883,1
94738847,31,107,0,0,0,1,23119,15968,1
94738847,10,99,0,0,0,1,19285,17769,0
94738847,25,65,0,0,0,1,26838,20412,1
94738847,13,73,0,0,0,1,13633,13274,0
94738847,11,88,0,0,0,1,10878,9345,0
94738847,20,28,0,0,0,1,30026,21129,1
94738847,24,86,0,0,0,1,24227,18820,1
94738847,28,74,0,0,0,1,32390,31802,1
94738847,11,104,0,0,0,1,21110,21556,1
94738847,17,35,0,0,0,1,32644,25992,0
94738847,0,63,0,0,0,1,9837,8334,0
94738847,7,93,0,0,0,1,23907,18023,0
94738847,18,30,0,0,0,1,16004,15315,1
94738847,9,40,0,0,0,1,11015,11199,0
94738847,16,107,0,0,0,1,19423,17109,1
94738847,17,40,0,0,0,1,13026,13357,1
94738847,10,98,0,0,0,1,13894,13396,1
94738847,18,107,0,0,0,1,14093,13964,1
94738847,30,73,0,0,0,1,16043,14237,1
94738847,21,40,0,0,0,1,12748,15492,1
94738847,9,63,0,0,0,1,31496,22478,0
94738847,10,43,0,0,0,1,32404,24621,0
94738847,17,104,0,0,0,1,24886,20574,1
94738847,16,19,0,0,0,1,18912,21263,1
94738847,8,49,0,0,0,1,8749,9506,1
94738847,5,25,0,0,0,1,6025,6240,0
94738847,27,73,0,0,0,1,19366,16070,1
94738847,13,63,0,0,0,1,18346,19482,1
94738847,2,1,0,0,0,1,31256,23977,0
94738847,18,107,0,0,0,1,26305,16410,0
94738847,20,93,0,0,0,1,27081,21437,1
94738847,15,45,0,0,0,1,10323,14398,1
94738847,27,107,0,0,0,1,20840,16449,1
94738847,2,56,0,0,0,1,9843,11160,0
94738847,13,93,0,0,0,1,8661,10596,1
94738847,4,93,0,0,0,1,7176,8461,0
94738847,1,93,0,0,0,1,1819,1513,0
94738847,14,93,0,0,0,1,32560,36838,1
94738847,11,53,0,0,0,1,18833,23087,0
94738847,15,93,0,0,0,1,32718,34481,1
94738847,16,93,0,0,0,1,20877,17955,1
94738847,5,93,0,0,0,1,11988,13303,1
94738847,31,107,0,0,0,1,23691,17211,1
94738847,25,4,0,0,0,1,32355,25103,0
94738847,16,104,0,0,0,1,23139,24097,1
94738847,16,93,0,0,0,1,19392,16937,1
94738847,7,93,0,0,0,1,11113,11185,1
94738847,15,92,0,0,0,1,13817,11398,0
94738847,10,78,0,0,0,1,16044,14659,0
94738847,10,69,0,0,0,1,16313,18583,1
94738847,20,78,0,0,0,1,32468,26602,1
94738847,7,94,0,0,0,1,26588,27748,1
94738847,5,107,0,0,0,1,12752,11158,0
94738847,12,62,0,0,0,1,23916,21654,1
94738847,13,93,0,0,0,1,16503,13043,0
94738847,8,74,0,0,0,1,11611,9477,0
94738847,8,93,0,0,0,1,17681,16215,1
94738847,13,93,0,0,0,1,24620,22161,1
94738847,14,74,0,0,0,1,21833,22002,1
94738847,16,23,0,0,0,1,25222,20738,1
94738847,7,93,0,0,0,1,29934,21193,0
94738847,12,93,0,0,0,1,32439,27326,1
94738847,5,90,0,0,0,1,9924,9460,0
94738847,6,63,0,0,0,1,21119,14691,0
94738847,12,88,0,0,0,1,18574,13179,0
94738847,21,69,0,0,0,1,25388,23140,0
94738847,8,69,0,0,0,1,16251,13810,0
94738847,2,7,0,0,0,1,2664,2622,0
94738847,18,28,0,0,0,1,17956,12009,0
94738847,6,63,0,0,0,1,11633,9854,0
94738847,18,69,0,0,0,1,19658,20602,1
94738847,5,86,0,0,0,1,4995,5785,0
