accountId,assists,heroId,heroKills,lane,neutralKills,gameMode,totalXp,totalGold,win
73562326,1,9,0,0,0,2,2253,2887,0
86745912,1,76,0,0,0,2,10984,11338,0
73562326,9,41,0,0,0,2,20622,17397,0
86745912,6,76,0,0,0,2,23284,19987,1
73562326,4,98,0,0,0,2,25172,19058,1
86745912,9,95,0,0,0,2,14509,12390,0
73562326,11,85,0,0,0,2,8506,8057,0
73562326,9,16,0,0,0,2,14986,11318,0
73562326,3,15,0,0,0,2,6121,6170,0
73562326,15,53,0,0,0,2,21704,22840,1
73562326,2,63,0,0,0,2,23241,18669,0
73562326,2,29,0,0,0,1,1400,2781,0
73562326,8,103,0,0,0,2,23801,18895,0
86745912,9,17,0,0,0,2,22575,18729,1
86745912,6,25,0,0,0,2,25434,24303,0
73562326,7,53,0,0,0,2,23550,26140,0
73562326,7,51,0,0,0,2,15864,10802,0
73562326,0,53,0,0,0,2,4975,5549,0
73562326,0,9,0,0,0,2,7992,8350,0
73562326,3,98,0,0,0,2,8110,7560,1
73562326,6,62,0,0,0,2,17506,17039,1
73562326,2,35,0,0,0,1,7794,10207,0
25907144,7,33,0,0,0,2,17793,17045,0
73562326,5,98,0,0,0,2,28580,22557,1
73562326,0,8,0,0,0,2,8407,6616,1
73562326,8,53,0,0,0,1,18422,19206,0
25907144,10,73,0,0,0,1,11957,9320,1
41231571,8,13,0,0,0,2,10779,9791,1
73562326,2,55,0,0,0,2,6602,6844,0
73562326,12,99,0,0,0,2,15170,15882,1
73562326,11,98,0,0,0,2,32399,32640,0
41231571,23,65,0,0,0,2,25762,21961,1
73562326,8,98,0,0,0,2,17489,15947,1
25907144,6,21,0,0,0,2,9416,9080,0
73562326,15,65,0,0,0,2,18944,13825,1
73562326,16,53,0,0,0,2,17284,15872,1
73562326,16,51,0,0,0,2,19945,14510,1
73562326,8,99,0,0,0,2,18603,16669,1
73562326,8,53,0,0,0,2,15751,17764,1
73562326,5,98,0,0,0,1,20770,18998,1
73562326,2,74,0,0,0,2,10518,10229,1
73562326,3,63,0,0,0,2,16147,15800,0
73562326,4,51,0,0,0,2,7154,6805,0
73562326,12,51,0,0,0,2,11877,11274,0
73562326,10,9,0,0,0,2,24811,24725,1
73562326,9,98,0,0,0,2,17423,16083,1
73562326,11,51,0,0,0,2,9658,8357,0
86745912,13,46,0,0,0,2,33118,37067,1
73562326,28,92,0,0,0,2,30099,30285,1
73562326,8,53,0,0,0,2,8632,10071,1
73562326,1,48,0,0,0,2,5988,6310,0
73562326,5,17,0,0,0,2,11713,8634,1
73562326,21,7,0,0,0,2,24698,18105,0
73562326,7,98,0,0,0,2,16525,15830,1
25907144,13,13,0,0,0,2,13447,10793,1
73562326,8,44,0,0,0,2,12579,9874,0
73562326,2,60,0,0,0,2,7002,6560,1
73562326,10,17,0,0,0,2,9728,9183,1
73562326,0,49,0,0,0,2,4551,4219,0
73562326,9,103,0,0,0,2,23167,17534,1
73562326,12,63,0,0,0,2,22614,20404,0
73562326,17,33,0,0,0,2,27997,19536,0
73562326,17,51,0,0,0,2,20408,17909,1
73562326,2,102,0,0,0,2,4775,4142,0
73562326,2,58,0,0,0,2,8180,6532,1
73562326,10,98,0,0,0,2,27852,18140,0
73562326,10,89,0,0,0,2,20307,18715,1
73562326,2,55,0,0,0,2,11107,10347,0
73562326,5,43,0,0,0,2,32436,25160,1
25907144,10,55,0,0,0,2,16804,16187,1
73562326,10,5,0,0,0,2,10395,8222,0
25907144,13,45,0,0,0,2,19147,17326,1
73562326,6,85,0,0,0,2,7161,6812,0
73562326,17,55,0,0,0,2,25179,19852,0
25907144,24,20,0,0,0,2,18213,13022,1
73562326,20,51,0,0,0,2,13794,11542,0
73562326,28,40,0,0,0,2,13891,13148,1
73562326,2,62,0,0,0,2,3559,5810,0
73562326,11,98,0,0,0,2,8500,7846,1
73562326,18,54,0,0,0,2,26822,22301,0
73562326,4,97,0,0,0,2,12821,9783,1
73562326,10,55,0,0,0,2,12912,12553,0
73562326,14,73,0,0,0,2,19337,14922,0
73562326,3,98,0,0,0,2,23930,16144,0
73562326,1,79,0,0,0,1,362,698,0
86745912,10,48,0,0,0,2,25539,24435,1
73562326,13,60,0,0,0,2,23404,16596,0
73562326,13,74,0,0,0,2,18563,14699,0
73562326,14,95,0,0,0,2,25938,24915,1
73562326,6,74,0,0,0,2,8917,7089,0
73562326,9,15,0,0,0,2,32715,25996,0
73562326,6,9,0,0,0,2,11792,12896,1
73562326,15,17,0,0,0,2,30100,21722,0
73562326,8,1,0,0,0,2,32391,26626,1
86745912,7,39,0,0,0,2,22932,17740,1
86745912,6,31,0,0,0,1,13439,13967,1
73562326,8,21,0,0,0,1,12570,11929,0
73562326,11,74,0,0,0,2,20897,20095,1
73562326,8,74,0,0,0,2,17799,15505,1
73562326,2,74,0,0,0,2,17870,16177,0
25907144,12,8,0,0,0,2,31320,26035,0
73562326,20,103,0,0,0,2,17163,15369,0
73562326,9,62,0,0,0,2,13296,14179,1
73562326,8,98,0,0,0,2,12800,11323,0
73562326,11,89,0,0,0,2,16335,13866,1
73562326,5,45,0,0,0,2,11084,13185,0
73562326,12,65,0,0,0,2,18447,15515,1
73562326,3,9,0,0,0,2,9886,9723,0
73562326,17,9,0,0,0,2,23876,23307,1
73562326,13,9,0,0,0,2,10372,10623,1
25907144,3,74,0,0,0,2,5338,5630,0
73562326,17,40,0,0,0,2,6410,6526,1
73562326,15,86,0,0,0,2,17746,12982,1
73562326,0,50,0,0,0,16,5510,4119,0
73562326,12,80,0,0,0,2,31588,28827,1
86745912,5,76,0,0,0,2,16162,14505,0
73562326,6,76,0,0,0,2,11334,9477,1
86745912,0,34,0,0,0,2,4764,4644,0
73562326,12,51,0,0,0,2,20153,18326,0
73562326,13,9,0,0,0,2,27219,26500,0
73562326,5,98,0,0,0,2,20840,16156,1
86745912,11,76,0,0,0,2,12916,14379,1
73562326,15,45,0,0,0,2,15649,18547,1
86745912,16,80,0,0,0,2,18918,24706,1
73562326,16,98,0,0,0,2,18018,15015,1
86745912,5,11,0,0,0,2,19345,19027,0
73562326,7,103,0,0,0,2,14924,13899,0
86745912,12,76,0,0,0,1,19783,19010,1
73562326,16,73,0,0,0,1,12167,11037,1
73562326,16,92,0,0,0,2,7800,9180,1
73562326,5,58,0,0,0,1,8425,8260,0
73562326,12,45,0,0,0,2,16118,17510,1
86745912,11,69,0,0,0,2,25898,23780,1
73562326,14,55,0,0,0,2,27538,20295,1
86745912,11,76,0,0,0,2,22464,23491,1
73562326,17,21,0,0,0,2,22828,20973,1
86745912,5,39,0,0,0,2,18821,15033,0
73562326,4,22,0,0,0,2,15544,11906,0
86745912,5,67,0,0,0,2,13546,13312,0
73562326,6,23,0,0,0,2,10244,8788,0
86745912,13,11,0,0,0,2,29467,26544,1
73562326,11,9,0,0,0,2,23116,18244,1
86745912,6,69,0,0,0,2,15542,20069,1
